delivery_id,order_id,delivery_status,delivery_time,rider_id
2151,2151,Delivered,00:18:26,11
2152,2152,Delivered,08:40:00,1
2153,2153,Delivered,11:43:43,10
2154,2154,Delivered,06:39:43,22
2155,2155,Delivered,01:09:24,10
2156,2156,Delivered,08:00:59,9
2157,2157,Not Delivered,09:06:12,29
2158,2158,Delivered,09:53:17,2
2159,2159,Delivered,05:34:41,24
2160,2160,Delivered,03:39:21,1
2161,2161,Delivered,08:00:29,29
2162,2162,Delivered,01:00:19,8
2163,2163,Delivered,04:33:49,16
2164,2164,Delivered,00:07:52,31
2165,2165,Delivered,07:55:26,13
2166,2166,Delivered,03:17:24,10
2167,2167,Delivered,06:00:19,29
2168,2168,Delivered,07:18:31,4
2169,2169,Delivered,02:51:58,21
2170,2170,Delivered,09:47:30,20
2171,2171,Delivered,07:24:24,31
2172,2172,Delivered,11:39:11,4
2173,2173,Delivered,08:20:51,3
2174,2174,Delivered,05:32:59,28
2175,2175,Delivered,04:46:38,13
2176,2176,Delivered,04:38:49,24
2177,2177,Delivered,03:40:13,29
2178,2178,Delivered,04:25:59,31
2179,2179,Delivered,05:47:40,7
2180,2180,Delivered,08:34:00,6
2181,2181,Delivered,02:37:29,1
2182,2182,Delivered,04:46:08,31
2183,2183,Delivered,11:02:03,13
2184,2184,Delivered,12:14:46,24
2185,2185,Delivered,10:04:43,20
2186,2186,Delivered,02:56:38,3
2187,2187,Not Delivered,11:56:12,22
2188,2188,Delivered,02:02:20,17
2189,2189,Delivered,03:19:55,13
2190,2190,Delivered,08:18:08,20
2191,2191,Delivered,04:36:14,34
2192,2192,Delivered,06:18:53,6
2193,2193,Delivered,01:42:56,28
2194,2194,Delivered,06:19:22,13
2195,2195,Delivered,11:57:16,33
2196,2196,Delivered,12:39:42,32
2197,2197,Delivered,11:21:18,24
2198,2198,Delivered,05:37:52,34
2199,2199,Delivered,09:13:04,21
2200,2200,Delivered,03:38:02,22
2201,2201,Not Delivered,11:43:46,24
2202,2202,Delivered,08:29:24,30
2203,2203,Delivered,10:33:43,7
2204,2204,Delivered,04:15:00,12
2205,2205,Delivered,03:42:27,30
2206,2206,Delivered,04:58:04,22
2207,2207,Delivered,11:30:02,32
2208,2208,Delivered,05:39:58,9
2209,2209,Delivered,07:06:15,13
2210,2210,Delivered,01:16:19,14
2211,2211,Delivered,00:26:35,1
2212,2212,Delivered,02:18:00,19
2213,2213,Delivered,12:48:37,21
2214,2214,Delivered,07:01:50,21
2215,2215,Delivered,11:52:08,24
2216,2216,Delivered,00:32:13,34
2217,2217,Delivered,00:18:44,28
2218,2218,Delivered,12:27:44,11
2219,2219,Delivered,00:32:44,22
2220,2220,Delivered,03:21:53,24
2221,2221,Delivered,04:37:39,8
2222,2222,Delivered,06:01:45,16
2223,2223,Delivered,07:39:22,20
2224,2224,Delivered,01:51:30,20
2225,2225,Delivered,10:25:48,26
2226,2226,Delivered,01:11:54,20
2227,2227,Delivered,09:11:03,18
2228,2228,Delivered,03:23:37,17
2229,2229,Delivered,08:21:16,5
2230,2230,Delivered,01:05:36,29
2231,2231,Delivered,05:39:16,26
2232,2232,Not Delivered,01:14:44,16
2233,2233,Delivered,01:48:29,12
2234,2234,Delivered,03:55:14,12
2235,2235,Delivered,04:28:38,29
2236,2236,Delivered,03:36:23,4
2237,2237,Delivered,12:39:54,25
2238,2238,Delivered,02:59:57,28
2239,2239,Delivered,09:06:27,10
2240,2240,Delivered,11:53:53,31
2241,2241,Delivered,01:16:57,26
2242,2242,Delivered,07:15:23,4
2243,2243,Delivered,06:14:13,24
2244,2244,Delivered,10:39:18,18
2245,2245,Not Delivered,10:28:57,4
2246,2246,Delivered,04:52:11,9
2247,2247,Delivered,11:15:11,1
2248,2248,Delivered,03:47:51,27
2249,2249,Delivered,11:55:38,14
2250,2250,Delivered,05:19:11,8
2251,2251,Delivered,00:00:46,4
2252,2252,Delivered,01:16:39,33
2253,2253,Delivered,09:31:04,6
2254,2254,Delivered,05:47:20,34
2255,2255,Delivered,02:02:49,6
2256,2256,Delivered,11:59:10,27
2257,2257,Delivered,01:54:15,14
2258,2258,Delivered,08:05:02,8
2259,2259,Delivered,06:32:52,6
2260,2260,Delivered,06:21:15,12
2261,2261,Delivered,09:12:49,31
2262,2262,Delivered,00:48:01,20
2263,2263,Delivered,06:33:31,2
2264,2264,Delivered,10:53:38,33
2265,2265,Delivered,11:34:29,2
2266,2266,Delivered,10:32:11,5
2267,2267,Delivered,02:19:00,5
2268,2268,Delivered,08:03:37,20
2269,2269,Delivered,07:13:46,21
2270,2270,Delivered,01:40:17,28
2271,2271,Not Delivered,04:12:22,4
2272,2272,Delivered,05:05:50,18
2273,2273,Delivered,02:07:12,10
2274,2274,Delivered,03:46:03,18
2275,2275,Delivered,09:59:44,5
2276,2276,Delivered,10:25:02,12
2277,2277,Delivered,11:40:08,21
2278,2278,Delivered,11:09:13,3
2279,2279,Delivered,04:27:54,16
2280,2280,Delivered,06:36:13,21
2281,2281,Delivered,02:50:52,10
2282,2282,Delivered,03:55:15,13
2283,2283,Delivered,07:15:32,6
2284,2284,Delivered,12:28:23,10
2285,2285,Delivered,05:37:15,16
2286,2286,Delivered,04:10:25,5
2287,2287,Delivered,11:44:35,9
2288,2288,Delivered,04:51:01,6
2289,2289,Delivered,02:25:11,17
2290,2290,Delivered,00:05:03,3
2291,2291,Delivered,06:25:05,25
2292,2292,Delivered,01:35:34,29
2293,2293,Delivered,11:42:52,34
2294,2294,Delivered,04:05:10,34
2295,2295,Delivered,01:15:25,31
2296,2296,Delivered,01:16:59,18
2297,2297,Delivered,11:56:41,30
2298,2298,Delivered,07:29:09,26
2299,2299,Not Delivered,06:28:44,29
2300,2300,Delivered,10:30:37,1
2301,2301,Delivered,07:47:34,20
2302,2302,Delivered,11:39:09,22
2303,2303,Delivered,08:33:40,4
2304,2304,Delivered,10:26:11,33
2305,2305,Delivered,11:15:48,14
2306,2306,Delivered,01:25:24,1
2307,2307,Delivered,10:01:07,30
2308,2308,Delivered,12:52:12,11
2309,2309,Delivered,05:26:33,27
2310,2310,Delivered,06:46:32,26
2311,2311,Delivered,01:35:47,19
2312,2312,Delivered,08:22:10,20
2313,2313,Not Delivered,02:52:03,4
2314,2314,Not Delivered,06:47:59,33
2315,2315,Delivered,02:53:02,24
2316,2316,Delivered,08:03:53,28
2317,2317,Delivered,05:26:00,13
2318,2318,Delivered,03:50:41,27
2319,2319,Delivered,12:21:58,16
2320,2320,Delivered,08:09:53,9
2321,2321,Delivered,04:00:43,34
2322,2322,Delivered,02:45:23,28
2323,2323,Delivered,10:45:27,26
2324,2324,Delivered,02:19:59,13
2325,2325,Delivered,09:48:07,30
2326,2326,Delivered,03:47:32,15
2327,2327,Delivered,03:20:42,23
2328,2328,Delivered,09:27:11,34
2329,2329,Delivered,04:55:02,21
2330,2330,Not Delivered,07:37:51,25
2331,2331,Delivered,03:09:14,25
2332,2332,Delivered,03:58:40,30
2333,2333,Delivered,07:15:36,30
2334,2334,Delivered,05:31:27,28
2335,2335,Delivered,04:46:23,3
2336,2336,Delivered,04:56:42,5
2337,2337,Delivered,03:33:36,5
2338,2338,Delivered,04:07:37,29
2339,2339,Delivered,04:02:49,25
2340,2340,Delivered,05:10:31,1
2341,2341,Delivered,06:24:42,27
2342,2342,Delivered,02:29:10,30
2343,2343,Delivered,01:53:47,1
2344,2344,Delivered,08:57:45,32
2345,2345,Delivered,02:34:18,14
2346,2346,Delivered,00:58:30,14
2347,2347,Not Delivered,12:02:47,1
2348,2348,Delivered,00:15:49,18
2349,2349,Delivered,05:16:40,2
2350,2350,Delivered,12:02:19,24
2351,2351,Delivered,06:42:15,19
2352,2352,Delivered,03:00:44,30
2353,2353,Delivered,10:44:06,12
2354,2354,Delivered,00:56:33,30
2355,2355,Delivered,01:50:20,20
2356,2356,Delivered,01:45:54,7
2357,2357,Delivered,00:56:19,32
2358,2358,Not Delivered,09:39:05,29
2359,2359,Delivered,06:56:56,32
2360,2360,Delivered,03:02:04,1
2361,2361,Delivered,01:45:36,6
2362,2362,Delivered,06:24:07,12
2363,2363,Delivered,09:26:50,17
2364,2364,Delivered,05:31:17,1
2365,2365,Delivered,08:55:24,10
2366,2366,Delivered,08:17:34,1
2367,2367,Delivered,02:36:09,24
2368,2368,Delivered,02:51:08,24
2369,2369,Delivered,05:23:11,10
2370,2370,Delivered,11:57:33,24
2371,2371,Delivered,03:36:54,32
2372,2372,Delivered,04:29:55,16
2373,2373,Delivered,04:02:54,33
2374,2374,Delivered,03:31:44,4
2375,2375,Delivered,07:52:38,31
2376,2376,Delivered,08:16:56,9
2377,2377,Delivered,00:11:28,1
2378,2378,Delivered,02:22:18,16
2379,2379,Delivered,12:57:24,33
2380,2380,Delivered,10:22:12,23
2381,2381,Delivered,00:57:52,20
2382,2382,Delivered,04:48:40,13
2383,2383,Delivered,08:42:17,1
2384,2384,Delivered,02:01:03,2
2385,2385,Delivered,11:29:07,21
2386,2386,Delivered,05:16:29,30
2387,2387,Delivered,05:06:15,7
2388,2388,Delivered,06:58:59,15
2389,2389,Delivered,04:50:46,27
2390,2390,Delivered,09:42:54,24
2391,2391,Delivered,12:17:18,20
2392,2392,Delivered,03:18:31,20
2393,2393,Delivered,11:32:39,19
2394,2394,Delivered,05:42:33,18
2395,2395,Delivered,08:25:29,13
2396,2396,Delivered,01:04:43,14
2397,2397,Delivered,02:49:24,27
2398,2398,Delivered,00:46:19,33
2399,2399,Delivered,04:41:08,29
2400,2400,Delivered,12:31:52,32
2401,2401,Delivered,02:46:56,14
2402,2402,Delivered,04:48:27,27
2403,2403,Delivered,00:03:02,11
2404,2404,Delivered,03:12:25,4
2405,2405,Delivered,01:16:22,4
2406,2406,Delivered,04:48:13,30
2407,2407,Delivered,11:49:30,22
2408,2408,Delivered,01:15:38,10
2409,2409,Delivered,09:31:31,27
2410,2410,Delivered,07:31:11,1
2411,2411,Delivered,01:06:32,26
2412,2412,Delivered,04:12:07,23
2413,2413,Delivered,10:32:07,11
2414,2414,Delivered,11:37:39,24
2415,2415,Delivered,09:04:37,10
2416,2416,Delivered,03:33:42,4
2417,2417,Delivered,00:24:14,33
2418,2418,Delivered,00:50:21,19
2419,2419,Delivered,08:07:29,21
2420,2420,Delivered,06:44:57,6
2421,2421,Delivered,02:32:36,25
2422,2422,Delivered,05:44:58,3
2423,2423,Delivered,03:44:55,24
2424,2424,Delivered,01:16:03,1
2425,2425,Delivered,10:45:56,31
2426,2426,Delivered,07:35:53,28
2427,2427,Not Delivered,01:18:16,1
2428,2428,Delivered,02:26:25,4
2429,2429,Delivered,01:40:32,10
2430,2430,Delivered,12:51:07,21
2431,2431,Delivered,09:40:48,2
2432,2432,Delivered,11:09:44,19
2433,2433,Delivered,05:57:47,34
2434,2434,Not Delivered,03:57:23,13
2435,2435,Delivered,00:42:08,17
2436,2436,Delivered,09:28:47,14
2437,2437,Delivered,07:20:02,26
2438,2438,Delivered,02:25:04,5
2439,2439,Delivered,06:53:52,7
2440,2440,Delivered,01:46:10,32
2441,2441,Not Delivered,08:34:33,31
2442,2442,Delivered,10:11:29,6
2443,2443,Delivered,05:33:45,33
2444,2444,Delivered,05:06:57,2
2445,2445,Delivered,00:50:54,21
2446,2446,Delivered,06:50:33,33
2447,2447,Delivered,00:53:35,19
2448,2448,Delivered,08:24:13,13
2449,2449,Delivered,06:16:36,1
2450,2450,Delivered,10:11:00,31
2451,2451,Delivered,11:51:21,33
2452,2452,Delivered,05:47:20,24
2453,2453,Delivered,00:45:42,18
2454,2454,Delivered,00:56:11,1
2455,2455,Delivered,08:22:12,27
2456,2456,Delivered,05:24:46,16
2457,2457,Delivered,10:31:53,27
2458,2458,Delivered,10:43:13,16
2459,2459,Delivered,03:27:11,26
2460,2460,Delivered,05:58:57,3
2461,2461,Delivered,01:31:30,30
2462,2462,Delivered,09:32:24,13
2463,2463,Delivered,01:34:53,18
2464,2464,Delivered,06:30:31,17
2465,2465,Delivered,01:04:18,26
2466,2466,Delivered,03:05:18,4
2467,2467,Delivered,00:35:45,24
2468,2468,Delivered,02:47:47,3
2469,2469,Delivered,01:59:03,27
2470,2470,Delivered,10:10:09,8
2471,2471,Delivered,11:03:20,23
2472,2472,Delivered,01:22:54,30
2473,2473,Delivered,01:34:32,20
2474,2474,Delivered,11:23:48,14
2475,2475,Not Delivered,07:33:49,17
2476,2476,Delivered,01:35:48,2
2477,2477,Delivered,03:11:48,29
2478,2478,Delivered,05:18:59,32
2479,2479,Delivered,00:16:11,8
2480,2480,Delivered,06:59:37,15
2481,2481,Delivered,09:23:54,15
2482,2482,Delivered,10:57:34,19
2483,2483,Delivered,00:21:23,23
2484,2484,Delivered,11:13:33,21
2485,2485,Delivered,06:27:30,25
2486,2486,Delivered,07:40:00,30
2487,2487,Delivered,09:03:13,2
2488,2488,Delivered,01:35:11,6
2489,2489,Delivered,01:03:51,31
2490,2490,Delivered,02:19:19,32
2491,2491,Delivered,08:25:55,30
2492,2492,Delivered,05:51:35,6
2493,2493,Delivered,11:26:23,11
2494,2494,Delivered,06:19:30,33
2495,2495,Delivered,07:50:09,26
2496,2496,Delivered,09:45:04,28
2497,2497,Delivered,01:13:55,12
2498,2498,Delivered,08:33:38,6
2499,2499,Delivered,01:12:41,4
2500,2500,Not Delivered,08:55:15,18
2501,2501,Delivered,10:02:04,29
2502,2502,Delivered,04:29:19,18
2503,2503,Delivered,05:51:53,15
2504,2504,Delivered,07:52:27,2
2505,2505,Delivered,02:18:52,22
2506,2506,Delivered,09:33:38,4
2507,2507,Delivered,00:09:32,23
2508,2508,Delivered,07:12:22,28
2509,2509,Delivered,12:56:57,17
2510,2510,Delivered,00:43:13,16
2511,2511,Not Delivered,10:27:56,15
2512,2512,Delivered,08:22:48,5
2513,2513,Delivered,03:35:33,9
2514,2514,Delivered,07:47:58,8
2515,2515,Delivered,05:58:41,1
2516,2516,Delivered,12:10:06,1
2517,2517,Delivered,05:12:21,4
2518,2518,Delivered,02:13:41,29
2519,2519,Delivered,07:18:51,28
2520,2520,Delivered,11:39:18,34
2521,2521,Not Delivered,08:51:48,2
2522,2522,Delivered,03:24:43,9
2523,2523,Delivered,06:47:45,15
2524,2524,Delivered,04:03:18,23
2525,2525,Delivered,00:44:26,34
2526,2526,Delivered,10:54:54,23
2527,2527,Delivered,06:31:09,3
2528,2528,Delivered,10:32:40,27
2529,2529,Delivered,00:16:05,20
2530,2530,Delivered,12:46:53,29
2531,2531,Delivered,01:24:05,15
2532,2532,Delivered,09:18:14,32
2533,2533,Delivered,08:19:26,30
2534,2534,Delivered,07:33:52,18
2535,2535,Delivered,12:12:06,34
2536,2536,Delivered,05:20:38,30
2537,2537,Delivered,03:46:30,6
2538,2538,Delivered,01:18:29,5
2539,2539,Delivered,10:10:23,13
2540,2540,Not Delivered,06:11:36,31
2541,2541,Delivered,04:13:54,26
2542,2542,Delivered,10:02:32,20
2543,2543,Delivered,02:31:38,32
2544,2544,Delivered,09:57:33,10
2545,2545,Delivered,02:26:43,6
2546,2546,Delivered,04:02:16,11
2547,2547,Delivered,04:36:42,25
2548,2548,Not Delivered,00:58:00,14
2549,2549,Delivered,07:02:06,6
2550,2550,Delivered,02:23:43,25
2551,2551,Delivered,11:34:12,9
2552,2552,Not Delivered,09:22:53,5
2553,2553,Delivered,09:55:44,29
2554,2554,Delivered,11:26:46,17
2555,2555,Delivered,08:20:27,9
2556,2556,Delivered,01:12:22,27
2557,2557,Delivered,03:45:08,10
2558,2558,Delivered,11:08:42,20
2559,2559,Delivered,04:24:31,6
2560,2560,Delivered,06:56:07,9
2561,2561,Delivered,10:53:24,28
2562,2562,Delivered,10:01:53,34
2563,2563,Delivered,10:02:23,10
2564,2564,Delivered,10:54:51,11
2565,2565,Delivered,03:17:27,34
2566,2566,Delivered,03:28:48,8
2567,2567,Delivered,08:33:25,14
2568,2568,Delivered,12:53:55,31
2569,2569,Delivered,04:49:47,8
2570,2570,Delivered,09:33:08,10
2571,2571,Delivered,12:27:43,31
2572,2572,Delivered,04:09:49,17
2573,2573,Delivered,11:24:12,27
2574,2574,Delivered,06:24:12,17
2575,2575,Delivered,00:19:42,20
2576,2576,Delivered,09:43:52,29
2577,2577,Delivered,07:11:29,17
2578,2578,Delivered,08:33:31,3
2579,2579,Delivered,06:43:37,13
2580,2580,Delivered,05:51:42,14
2581,2581,Delivered,02:58:29,2
2582,2582,Delivered,06:13:04,20
2583,2583,Delivered,08:26:31,4
2584,2584,Delivered,06:51:38,6
2585,2585,Delivered,01:56:17,34
2586,2586,Delivered,05:17:19,6
2587,2587,Delivered,09:32:40,17
2588,2588,Delivered,05:35:23,29
2589,2589,Delivered,03:57:25,10
2590,2590,Delivered,09:24:30,30
2591,2591,Delivered,05:07:13,27
2592,2592,Delivered,11:01:48,17
2593,2593,Delivered,06:30:25,30
2594,2594,Delivered,12:14:09,24
2595,2595,Delivered,07:26:00,29
2596,2596,Delivered,03:20:07,31
2597,2597,Delivered,08:57:09,2
2598,2598,Delivered,10:36:18,4
2599,2599,Delivered,02:21:52,19
2600,2600,Delivered,02:26:14,22
2601,2601,Delivered,09:00:53,11
2602,2602,Delivered,06:14:31,7
2603,2603,Delivered,03:26:39,22
2604,2604,Delivered,03:31:13,1
2605,2605,Delivered,05:23:26,13
2606,2606,Delivered,01:39:35,3
2607,2607,Delivered,05:54:33,17
2608,2608,Delivered,04:06:15,30
2609,2609,Delivered,09:06:09,9
2610,2610,Delivered,02:24:58,20
2611,2611,Not Delivered,03:36:35,5
2612,2612,Delivered,01:07:23,24
2613,2613,Delivered,04:48:33,23
2614,2614,Delivered,05:23:38,29
2615,2615,Delivered,05:46:22,5
2616,2616,Delivered,10:58:25,13
2617,2617,Not Delivered,12:09:36,8
2618,2618,Delivered,11:20:30,5
2619,2619,Delivered,09:32:36,15
2620,2620,Delivered,04:12:06,22
2621,2621,Delivered,06:43:40,28
2622,2622,Delivered,01:37:10,27
2623,2623,Delivered,06:25:34,11
2624,2624,Delivered,05:50:08,24
2625,2625,Delivered,10:14:38,17
2626,2626,Delivered,06:02:02,24
2627,2627,Delivered,04:11:48,29
2628,2628,Delivered,10:35:23,2
2629,2629,Delivered,10:28:10,3
2630,2630,Delivered,02:49:42,29
2631,2631,Delivered,04:11:35,30
2632,2632,Delivered,07:49:12,27
2633,2633,Delivered,07:51:21,3
2634,2634,Delivered,01:31:15,16
2635,2635,Delivered,06:24:15,17
2636,2636,Delivered,07:20:19,21
2637,2637,Delivered,11:22:41,3
2638,2638,Delivered,04:15:22,31
2639,2639,Delivered,00:07:37,16
2640,2640,Delivered,02:51:49,17
2641,2641,Delivered,00:05:13,2
2642,2642,Delivered,02:06:37,5
2643,2643,Not Delivered,05:37:11,17
2644,2644,Delivered,06:29:01,25
2645,2645,Delivered,03:27:33,7
2646,2646,Delivered,02:13:44,28
2647,2647,Delivered,02:32:22,24
2648,2648,Delivered,02:09:39,11
2649,2649,Delivered,09:40:40,32
2650,2650,Not Delivered,02:59:16,9
2651,2651,Delivered,11:02:18,3
2652,2652,Delivered,12:12:46,7
2653,2653,Delivered,04:25:19,4
2654,2654,Delivered,08:02:21,5
2655,2655,Delivered,08:44:29,21
2656,2656,Delivered,10:55:25,30
2657,2657,Delivered,00:29:43,24
2658,2658,Delivered,10:17:14,14
2659,2659,Delivered,03:45:39,20
2660,2660,Delivered,11:46:34,2
2661,2661,Delivered,01:04:25,15
2662,2662,Delivered,04:48:27,12
2663,2663,Not Delivered,05:01:25,27
2664,2664,Delivered,08:52:17,33
2665,2665,Delivered,11:05:40,24
2666,2666,Delivered,01:59:23,12
2667,2667,Delivered,06:23:59,13
2668,2668,Delivered,01:45:42,5
2669,2669,Delivered,07:27:34,20
2670,2670,Delivered,12:37:36,13
2671,2671,Delivered,06:12:32,14
2672,2672,Delivered,01:58:06,21
2673,2673,Delivered,04:50:12,6
2674,2674,Delivered,12:50:41,19
2675,2675,Delivered,12:48:25,4
2676,2676,Delivered,03:02:23,28
2677,2677,Delivered,11:23:03,3
2678,2678,Delivered,03:18:35,24
2679,2679,Delivered,12:49:08,6
2680,2680,Delivered,02:56:51,24
2681,2681,Delivered,07:12:20,24
2682,2682,Delivered,03:51:21,13
2683,2683,Delivered,02:45:00,8
2684,2684,Delivered,11:36:49,9
2685,2685,Delivered,06:00:15,28
2686,2686,Delivered,08:17:02,33
2687,2687,Delivered,00:00:40,23
2688,2688,Delivered,02:24:35,5
2689,2689,Delivered,04:45:56,32
2690,2690,Delivered,08:28:52,28
2691,2691,Delivered,08:32:28,22
2692,2692,Delivered,06:03:45,7
2693,2693,Delivered,06:28:43,20
2694,2694,Delivered,09:55:59,16
2695,2695,Delivered,01:25:50,13
2696,2696,Delivered,05:26:07,11
2697,2697,Delivered,00:16:53,13
2698,2698,Delivered,06:21:32,19
2699,2699,Delivered,08:12:18,10
2700,2700,Not Delivered,00:43:53,14
2701,2701,Delivered,06:40:19,19
2702,2702,Delivered,06:19:02,30
2703,2703,Not Delivered,05:04:13,9
2704,2704,Not Delivered,10:44:44,14
2705,2705,Delivered,09:33:36,8
2706,2706,Delivered,12:08:27,11
2707,2707,Delivered,09:10:21,18
2708,2708,Not Delivered,12:33:41,31
2709,2709,Delivered,09:21:52,15
2710,2710,Delivered,08:07:48,5
2711,2711,Delivered,01:58:24,25
2712,2712,Delivered,10:07:13,27
2713,2713,Delivered,05:35:52,13
2714,2714,Delivered,06:15:25,23
2715,2715,Delivered,00:57:58,25
2716,2716,Delivered,04:35:46,21
2717,2717,Delivered,08:16:34,15
2718,2718,Delivered,02:27:56,1
2719,2719,Delivered,02:12:12,23
2720,2720,Delivered,00:23:17,31
2721,2721,Delivered,04:23:49,4
2722,2722,Delivered,03:49:31,5
2723,2723,Delivered,11:15:43,12
2724,2724,Delivered,12:06:15,10
2725,2725,Delivered,00:30:45,20
2726,2726,Delivered,07:23:01,6
2727,2727,Delivered,06:12:26,10
2728,2728,Delivered,11:15:38,24
2729,2729,Delivered,01:16:55,1
2730,2730,Delivered,11:22:52,20
2731,2731,Delivered,05:36:54,19
2732,2732,Delivered,12:45:14,34
2733,2733,Delivered,05:52:09,11
2734,2734,Delivered,05:22:58,7
2735,2735,Delivered,09:43:23,14
2736,2736,Delivered,03:52:39,28
2737,2737,Delivered,12:45:17,20
2738,2738,Not Delivered,08:00:35,6
2739,2739,Delivered,12:33:09,12
2740,2740,Delivered,12:49:46,24
2741,2741,Delivered,12:16:10,11
2742,2742,Delivered,02:53:38,9
2743,2743,Delivered,09:14:40,2
2744,2744,Delivered,07:28:42,3
2745,2745,Delivered,12:21:09,32
2746,2746,Delivered,06:51:10,8
2747,2747,Delivered,03:45:48,30
2748,2748,Delivered,12:21:12,16
2749,2749,Delivered,04:01:55,33
2750,2750,Delivered,10:47:41,19
2751,2751,Delivered,04:57:08,3
2752,2752,Delivered,08:01:56,5
2753,2753,Delivered,07:57:40,16
2754,2754,Delivered,08:18:37,3
2755,2755,Delivered,09:26:06,19
2756,2756,Delivered,10:47:12,4
2757,2757,Delivered,01:40:49,1
2758,2758,Delivered,03:05:16,33
2759,2759,Delivered,12:21:36,15
2760,2760,Delivered,10:47:47,2
2761,2761,Delivered,02:31:55,28
2762,2762,Delivered,04:35:51,13
2763,2763,Delivered,12:36:29,26
2764,2764,Delivered,04:56:22,31
2765,2765,Delivered,04:28:14,21
2766,2766,Delivered,02:38:18,28
2767,2767,Delivered,09:10:01,31
2768,2768,Delivered,11:34:37,22
2769,2769,Delivered,11:26:39,15
2770,2770,Delivered,01:53:31,22
2771,2771,Delivered,02:53:23,19
2772,2772,Delivered,06:35:33,5
2773,2773,Delivered,12:08:05,22
2774,2774,Delivered,00:06:01,10
2775,2775,Delivered,10:02:56,12
2776,2776,Delivered,11:03:04,21
2777,2777,Delivered,07:49:41,25
2778,2778,Delivered,06:34:57,13
2779,2779,Delivered,06:17:01,31
2780,2780,Delivered,02:45:49,4
2781,2781,Delivered,06:17:21,14
2782,2782,Delivered,05:59:30,32
2783,2783,Delivered,03:20:57,9
2784,2784,Delivered,01:32:14,10
2785,2785,Delivered,00:57:42,23
2786,2786,Delivered,01:55:59,21
2787,2787,Delivered,04:29:54,3
2788,2788,Delivered,05:55:28,13
2789,2789,Delivered,09:15:22,6
2790,2790,Delivered,03:37:22,17
2791,2791,Delivered,08:11:42,3
2792,2792,Delivered,00:31:24,8
2793,2793,Delivered,01:35:58,12
2794,2794,Delivered,09:56:29,32
2795,2795,Delivered,10:09:12,26
2796,2796,Delivered,01:48:45,24
2797,2797,Delivered,05:20:28,25
2798,2798,Delivered,04:06:47,21
2799,2799,Not Delivered,03:58:03,34
2800,2800,Delivered,08:48:31,26
2801,2801,Delivered,00:20:10,27
2802,2802,Delivered,07:48:21,14
2803,2803,Delivered,02:08:46,24
2804,2804,Delivered,01:57:07,27
2805,2805,Delivered,12:35:03,30
2806,2806,Delivered,01:21:05,22
2807,2807,Delivered,02:20:25,3
2808,2808,Delivered,05:03:30,6
2809,2809,Delivered,07:46:13,27
2810,2810,Delivered,09:59:33,16
2811,2811,Delivered,02:45:05,8
2812,2812,Delivered,04:38:15,31
2813,2813,Delivered,00:37:10,22
2814,2814,Delivered,05:14:33,20
2815,2815,Delivered,08:50:46,25
2816,2816,Delivered,01:04:50,21
2817,2817,Not Delivered,06:59:33,27
2818,2818,Delivered,06:30:07,9
2819,2819,Delivered,05:56:21,7
2820,2820,Delivered,03:32:34,13
2821,2821,Delivered,06:27:06,16
2822,2822,Delivered,04:00:30,4
2823,2823,Delivered,07:09:43,16
2824,2824,Delivered,00:22:59,26
2825,2825,Delivered,00:18:09,4
2826,2826,Delivered,01:31:22,7
2827,2827,Delivered,04:00:03,13
2828,2828,Delivered,11:25:25,14
2829,2829,Delivered,10:38:24,23
2830,2830,Delivered,05:13:11,19
2831,2831,Delivered,01:24:44,6
2832,2832,Delivered,00:37:55,14
2833,2833,Delivered,06:55:55,25
2834,2834,Delivered,00:31:11,16
2835,2835,Delivered,02:56:13,13
2836,2836,Delivered,02:07:06,3
2837,2837,Delivered,01:40:35,34
2838,2838,Delivered,00:00:09,31
2839,2839,Delivered,07:09:04,11
2840,2840,Delivered,06:24:04,32
2841,2841,Delivered,10:01:52,12
2842,2842,Delivered,09:50:56,18
2843,2843,Delivered,10:14:22,13
2844,2844,Delivered,05:44:39,32
2845,2845,Not Delivered,05:22:04,15
2846,2846,Delivered,01:23:27,29
2847,2847,Delivered,02:55:40,1
2848,2848,Delivered,05:39:43,28
2849,2849,Delivered,11:06:42,4
2850,2850,Not Delivered,08:01:04,32
2851,2851,Delivered,06:20:15,23
2852,2852,Not Delivered,04:46:26,29
2853,2853,Delivered,08:18:26,24
2854,2854,Delivered,03:27:51,8
2855,2855,Delivered,02:38:20,18
2856,2856,Delivered,02:42:24,26
2857,2857,Delivered,02:56:21,23
2858,2858,Delivered,06:04:54,8
2859,2859,Delivered,01:27:40,20
2860,2860,Delivered,05:32:42,17
2861,2861,Delivered,02:09:25,10
2862,2862,Delivered,05:09:23,11
2863,2863,Delivered,12:53:11,31
2864,2864,Delivered,06:40:56,11
2865,2865,Delivered,03:13:22,21
2866,2866,Not Delivered,03:47:04,12
2867,2867,Delivered,08:57:51,22
2868,2868,Delivered,01:34:28,25
2869,2869,Delivered,06:47:18,21
2870,2870,Delivered,08:46:16,27
2871,2871,Delivered,04:07:09,28
2872,2872,Delivered,01:11:54,7
2873,2873,Delivered,07:44:01,23
2874,2874,Delivered,07:57:20,10
2875,2875,Delivered,00:41:13,19
2876,2876,Delivered,04:26:59,21
2877,2877,Delivered,08:14:52,26
2878,2878,Delivered,08:40:28,3
2879,2879,Not Delivered,00:10:06,15
2880,2880,Delivered,00:54:28,28
2881,2881,Delivered,09:53:20,21
