order_id,customer_id,restaurant_id,order_item,order_date,order_time,order_status,total_amount
2432,27,644,Paneer Butter Masala,2029-11-22,23:58:06,Completed,212
2433,14,794,Burger,2029-11-23,23:53:00,Completed,365
2434,29,408,Chicken Shawarma,2029-11-24,23:58:25,Completed,362
2435,17,755,Chicken Shawarma,2029-11-25,23:57:08,Completed,556
2436,28,523,Chicken Biryani,2029-11-26,23:58:14,Completed,244
2437,19,215,Prawn Masala,2029-11-27,23:59:43,Completed,214
2438,18,463,Paneer Lababdar,2029-11-28,23:56:17,Completed,410
2439,30,397,Paneer Butter Masala,2029-11-29,23:59:37,Completed,176
2440,15,169,Prawn Masala,2029-11-30,23:52:35,Completed,410
2441,7,747,Mutton Rogan Josh,2029-12-01,23:59:17,Completed,415
2442,22,226,Egg Curry,2029-12-02,23:57:33,Completed,404
2443,1,750,Paneer Butter Masala,2029-12-03,23:53:51,Completed,151
2444,19,244,Chicken Shawarma,2029-12-04,23:54:23,Completed,390
2445,15,770,Chicken Biryani,2029-12-05,23:57:34,Completed,592
2446,4,276,Paneer Butter Masala,2029-12-06,23:55:15,Completed,195
2447,9,346,Chicken Shawarma,2029-12-07,23:54:11,Completed,374
2448,3,496,Paneer Lababdar,2029-12-08,23:59:50,Completed,442
2449,32,671,Samosa,2029-12-09,23:59:58,Completed,505
2450,14,564,Mutton Rogan Josh,2029-12-10,23:50:07,Completed,375
2451,28,118,Burger,2029-12-11,23:57:47,Completed,468
2452,1,756,Chicken Shawarma,2029-12-12,23:57:54,Completed,186
2453,33,665,Chicken Biryani,2029-12-13,23:50:40,Completed,216
2454,29,245,Egg Curry,2029-12-14,23:50:17,Completed,489
2455,2,2,Paneer Lababdar,2029-12-15,23:54:47,Completed,169
2456,28,770,Pasta Alfredo,2029-12-16,23:50:12,Completed,311
2457,10,542,Pasta Alfredo,2029-12-17,23:51:13,Completed,447
2458,6,315,Chicken Shawarma,2029-12-18,23:52:13,Completed,210
2459,17,742,Paneer Lababdar,2029-12-19,23:57:34,Completed,488
2460,14,48,Samosa,2029-12-20,23:57:37,Completed,333
2461,30,239,Paneer Lababdar,2029-12-21,23:51:48,Completed,263
2462,32,63,Samosa,2029-12-22,23:56:11,Completed,386
2463,8,7,Masala Dosa,2029-12-23,23:52:25,Completed,536
2464,5,275,Masala Dosa,2029-12-24,23:56:57,Completed,170
2465,3,369,Chicken Biryani,2029-12-25,23:56:47,Completed,476
2466,19,360,Pasta Alfredo,2029-12-26,23:58:19,Completed,275
2467,32,18,Chicken Biryani,2029-12-27,23:51:09,Completed,525
2468,20,732,Mutton Biryani,2029-12-28,23:52:31,Completed,281
2469,10,343,Prawn Masala,2029-12-29,23:58:31,Completed,477
2470,33,470,Masala Dosa,2029-12-30,23:52:08,Completed,428
2471,16,524,Egg Curry,2029-12-31,23:58:59,Completed,571
2472,10,586,Burger,2030-01-01,23:57:20,Completed,407
2473,9,176,Mutton Biryani,2030-01-02,23:57:09,Completed,325
2474,33,279,Chole Bhature,2030-01-03,23:55:05,Completed,298
2475,11,788,Mutton Rogan Josh,2030-01-04,23:53:28,Completed,569
2476,26,56,Masala Dosa,2030-01-05,23:58:30,Completed,436
2477,16,736,Burger,2030-01-06,23:53:59,Completed,222
2478,30,619,Paneer Lababdar,2030-01-07,23:56:07,Completed,430
2479,32,439,Chicken Biryani,2030-01-08,23:57:33,Completed,376
2480,18,475,Egg Curry,2030-01-09,23:51:07,Completed,487
2481,15,101,Pasta Alfredo,2030-01-10,23:50:47,Completed,312
2482,25,367,Prawn Masala,2030-01-11,23:55:11,Completed,449
2483,8,435,Samosa,2030-01-12,23:51:36,Completed,253
2484,30,102,Egg Curry,2030-01-13,23:54:15,Completed,243
2485,14,196,Egg Curry,2030-01-14,23:52:43,Completed,407
2486,9,266,Mutton Rogan Josh,2030-01-15,23:56:26,Completed,486
2487,27,650,Paneer Lababdar,2030-01-16,23:55:11,Completed,495
2488,6,511,Pasta Alfredo,2030-01-17,23:56:55,Completed,479
2489,32,74,Mutton Biryani,2030-01-18,23:53:29,Completed,300
2490,17,313,Chicken Biryani,2030-01-19,23:53:17,Completed,245
2491,22,384,Prawn Masala,2030-01-20,23:55:28,Completed,523
2492,26,65,Pasta Alfredo,2030-01-21,23:51:47,Completed,181
2493,13,127,Chicken Shawarma,2030-01-22,23:57:36,Completed,192
2494,2,224,Burger,2030-01-23,23:57:50,Completed,497
2495,8,791,Mutton Biryani,2030-01-24,23:53:29,Completed,531
2496,3,63,Chicken Shawarma,2030-01-25,23:51:50,Completed,412
2497,29,146,Prawn Masala,2030-01-26,23:56:10,Completed,574
2498,9,432,Mutton Biryani,2030-01-27,23:56:01,Completed,417
2499,1,380,Burger,2030-01-28,23:57:38,Completed,567
2500,15,47,Paneer Lababdar,2030-01-29,23:55:49,Completed,437
2501,13,559,Pasta Alfredo,2030-01-30,23:56:33,Completed,366
2502,1,654,Chicken Biryani,2030-01-31,23:52:18,Completed,282
2503,11,772,Chicken Shawarma,2030-02-01,23:54:15,Completed,197
2504,1,235,Chole Bhature,2030-02-02,23:58:58,Completed,321
2505,16,416,Paneer Butter Masala,2030-02-03,23:53:30,Completed,491
2506,12,39,Mutton Rogan Josh,2030-02-04,23:57:30,Completed,182
2507,3,588,Pasta Alfredo,2030-02-05,23:50:33,Completed,425
2508,23,552,Paneer Butter Masala,2030-02-06,23:52:28,Completed,498
2509,27,533,Burger,2030-02-07,23:55:42,Completed,198
2510,21,268,Paneer Butter Masala,2030-02-08,23:55:00,Completed,367
2511,27,221,Pasta Alfredo,2030-02-09,23:57:13,Completed,474
2512,28,118,Chicken Shawarma,2030-02-10,23:52:57,Completed,545
2513,32,384,Mutton Biryani,2030-02-11,23:50:28,Completed,384
2514,15,166,Mutton Rogan Josh,2030-02-12,23:58:46,Completed,323
2515,19,311,Chicken Biryani,2030-02-13,23:56:18,Completed,299
2516,23,340,Pasta Alfredo,2030-02-14,23:59:11,Completed,169
2517,1,191,Burger,2030-02-15,23:52:01,Completed,472
2518,17,468,Chole Bhature,2030-02-16,23:57:38,Completed,235
2519,9,642,Prawn Masala,2030-02-17,23:57:56,Completed,216
2520,2,346,Pasta Alfredo,2030-02-18,23:54:19,Completed,281
2521,21,657,Chicken Biryani,2030-02-19,23:50:17,Completed,414
2522,24,612,Pasta Alfredo,2030-02-20,23:59:29,Completed,155
2523,9,278,Paneer Lababdar,2030-02-21,23:53:27,Completed,489
2524,19,768,Chole Bhature,2030-02-22,23:52:42,Completed,556
2525,25,490,Chicken Shawarma,2030-02-23,23:55:10,Completed,426
2526,3,288,Masala Dosa,2030-02-24,23:50:04,Completed,152
2527,33,486,Prawn Masala,2030-02-25,23:57:45,Completed,519
2528,13,678,Chole Bhature,2030-02-26,23:53:56,Completed,476
2529,13,742,Chole Bhature,2030-02-27,23:56:30,Completed,490
2530,27,772,Samosa,2030-02-28,23:57:55,Completed,473
2531,10,345,Pasta Alfredo,2030-03-01,23:55:44,Completed,438
2532,10,231,Mutton Rogan Josh,2030-03-02,23:53:09,Completed,353
2533,33,90,Pasta Alfredo,2030-03-03,23:56:17,Completed,277
2534,33,500,Paneer Butter Masala,2030-03-04,23:51:03,Completed,446
2535,29,161,Mutton Rogan Josh,2030-03-05,23:58:50,Completed,398
2536,16,232,Chicken Biryani,2030-03-06,23:52:13,Completed,457
2537,18,787,Masala Dosa,2030-03-07,23:51:29,Completed,222
2538,2,634,Prawn Masala,2030-03-08,23:54:27,Completed,474
2539,17,256,Egg Curry,2030-03-09,23:55:27,Completed,588
2540,29,252,Egg Curry,2030-03-10,23:57:07,Completed,410
2541,3,788,Mutton Biryani,2030-03-11,23:54:36,Completed,446
2542,16,119,Chole Bhature,2030-03-12,23:53:17,Completed,271
2543,22,124,Egg Curry,2030-03-13,23:58:46,Completed,235
2544,3,140,Chicken Shawarma,2030-03-14,23:59:02,Completed,174
2545,23,118,Paneer Lababdar,2030-03-15,23:53:31,Completed,326
2546,2,107,Chole Bhature,2030-03-16,23:58:21,Completed,350
2547,7,749,Burger,2030-03-17,23:57:40,Completed,171
2548,31,19,Chicken Biryani,2030-03-18,23:50:13,Completed,279
2549,20,23,Masala Dosa,2030-03-19,23:52:00,Completed,337
2550,14,181,Paneer Lababdar,2030-03-20,23:58:51,Completed,413
2551,28,447,Mutton Rogan Josh,2030-03-21,23:58:40,Completed,162
2552,7,4,Egg Curry,2030-03-22,23:52:05,Completed,476
2553,5,276,Mutton Rogan Josh,2030-03-23,23:54:39,Completed,177
2554,15,696,Chicken Shawarma,2030-03-24,23:58:13,Completed,548
2555,23,237,Paneer Butter Masala,2030-03-25,23:58:14,Completed,168
2556,26,276,Egg Curry,2030-03-26,23:57:59,Completed,511
2557,19,565,Chicken Shawarma,2030-03-27,23:57:30,Completed,212
2558,17,183,Masala Dosa,2030-03-28,23:51:27,Completed,271
2559,11,550,Chicken Biryani,2030-03-29,23:56:06,Completed,475
2560,16,81,Pasta Alfredo,2030-03-30,23:53:23,Completed,600
2561,16,76,Mutton Biryani,2030-03-31,23:50:12,Completed,427
2562,2,326,Prawn Masala,2030-04-01,23:51:48,Completed,399
2563,10,173,Paneer Butter Masala,2030-04-02,23:55:38,Completed,558
2564,28,387,Mutton Biryani,2030-04-03,23:54:22,Completed,162
2565,3,126,Mutton Biryani,2030-04-04,23:50:42,Completed,287
2566,29,292,Mutton Biryani,2030-04-05,23:51:53,Completed,327
2567,1,335,Chicken Biryani,2030-04-06,23:51:49,Completed,180
2568,8,384,Pasta Alfredo,2030-04-07,23:58:52,Completed,287
2569,26,19,Chicken Shawarma,2030-04-08,23:54:49,Completed,505
2570,32,183,Burger,2030-04-09,23:59:34,Completed,261
2571,13,633,Chicken Shawarma,2030-04-10,23:50:59,Completed,296
2572,10,187,Chole Bhature,2030-04-11,23:57:57,Completed,201
2573,15,788,Paneer Lababdar,2030-04-12,23:50:59,Completed,342
2574,11,476,Mutton Biryani,2030-04-13,23:51:34,Completed,342
2575,4,152,Mutton Rogan Josh,2030-04-14,23:55:32,Completed,189
2576,21,328,Prawn Masala,2030-04-15,23:59:01,Completed,443
2577,22,286,Chicken Biryani,2030-04-16,23:51:33,Completed,585
2578,6,348,Chole Bhature,2030-04-17,23:59:55,Completed,476
2579,7,501,Samosa,2030-04-18,23:52:19,Completed,507
2580,17,689,Pasta Alfredo,2030-04-19,23:50:09,Completed,182
2581,9,431,Mutton Rogan Josh,2030-04-20,23:54:39,Completed,457
2582,24,129,Paneer Lababdar,2030-04-21,23:58:58,Completed,485
2583,12,162,Egg Curry,2030-04-22,23:51:37,Completed,318
2584,16,66,Egg Curry,2030-04-23,23:50:27,Completed,228
2585,21,395,Pasta Alfredo,2030-04-24,23:55:31,Completed,370
2586,12,326,Mutton Rogan Josh,2030-04-25,23:53:40,Completed,355
2587,6,23,Egg Curry,2030-04-26,23:59:15,Completed,238
2588,17,234,Chole Bhature,2030-04-27,23:50:50,Completed,474
2589,25,575,Chicken Biryani,2030-04-28,23:55:49,Completed,487
2590,10,636,Chicken Shawarma,2030-04-29,23:57:30,Completed,434
2591,13,5,Chicken Biryani,2030-04-30,23:59:22,Completed,277
2592,10,251,Egg Curry,2030-05-01,23:56:42,Completed,542
2593,26,306,Paneer Butter Masala,2030-05-02,23:53:55,Completed,407
2594,19,11,Masala Dosa,2030-05-03,23:59:04,Completed,202
2595,1,380,Mutton Rogan Josh,2030-05-04,23:52:35,Completed,516
2596,20,647,Samosa,2030-05-05,23:55:12,Completed,227
2597,14,483,Chicken Shawarma,2030-05-06,23:54:26,Completed,485
2598,30,277,Mutton Rogan Josh,2030-05-07,23:55:45,Completed,589
2599,27,388,Burger,2030-05-08,23:51:34,Completed,296
2600,13,441,Pasta Alfredo,2030-05-09,23:54:25,Completed,400
2601,18,224,Paneer Butter Masala,2030-05-10,23:53:57,Completed,174
2602,24,270,Pasta Alfredo,2030-05-11,23:52:21,Completed,254
2603,13,721,Mutton Rogan Josh,2030-05-12,23:50:18,Completed,440
2604,30,206,Pasta Alfredo,2030-05-13,23:58:23,Completed,227
2605,24,417,Paneer Lababdar,2030-05-14,23:58:07,Completed,587
2606,18,544,Mutton Biryani,2030-05-15,23:51:11,Completed,290
2607,28,627,Paneer Lababdar,2030-05-16,23:56:53,Completed,330
2608,17,34,Prawn Masala,2030-05-17,23:55:08,Completed,235
2609,32,292,Prawn Masala,2030-05-18,23:52:10,Completed,353
2610,2,761,Burger,2030-05-19,23:51:35,Completed,471
2611,10,628,Samosa,2030-05-20,23:50:01,Completed,269
2612,26,789,Chicken Biryani,2030-05-21,23:54:11,Completed,396
2613,33,369,Mutton Biryani,2030-05-22,23:57:54,Completed,206
2614,15,183,Samosa,2030-05-23,23:50:42,Completed,574
2615,11,250,Mutton Rogan Josh,2030-05-24,23:57:21,Completed,420
2616,3,384,Mutton Rogan Josh,2030-05-25,23:59:36,Completed,219
2617,32,129,Egg Curry,2030-05-26,23:53:33,Completed,511
2618,30,327,Masala Dosa,2030-05-27,23:52:51,Completed,315
2619,24,87,Paneer Butter Masala,2030-05-28,23:54:22,Completed,312
2620,13,104,Paneer Butter Masala,2030-05-29,23:57:12,Completed,582
2621,27,509,Samosa,2030-05-30,23:52:37,Completed,570
2622,31,645,Samosa,2030-05-31,23:51:44,Completed,431
2623,17,49,Chicken Shawarma,2030-06-01,23:53:25,Completed,518
2624,18,725,Mutton Biryani,2030-06-02,23:50:26,Completed,290
2625,7,298,Chicken Biryani,2030-06-03,23:53:08,Completed,359
2626,20,53,Pasta Alfredo,2030-06-04,23:57:38,Completed,482
2627,24,670,Chicken Shawarma,2030-06-05,23:57:10,Completed,241
2628,2,147,Chicken Shawarma,2030-06-06,23:56:15,Completed,560
2629,10,715,Samosa,2030-06-07,23:57:24,Completed,456
2630,25,564,Egg Curry,2030-06-08,23:57:25,Completed,339
2631,18,109,Chicken Biryani,2030-06-09,23:59:03,Completed,590
2632,22,286,Chicken Shawarma,2030-06-10,23:51:47,Completed,528
2633,24,20,Masala Dosa,2030-06-11,23:51:03,Completed,373
2634,23,60,Masala Dosa,2030-06-12,23:53:58,Completed,185
2635,8,634,Paneer Butter Masala,2030-06-13,23:50:14,Completed,522
2636,24,488,Prawn Masala,2030-06-14,23:53:50,Completed,402
2637,11,464,Burger,2030-06-15,23:56:54,Completed,166
2638,23,470,Chole Bhature,2030-06-16,23:53:55,Completed,506
2639,3,99,Paneer Lababdar,2030-06-17,23:57:27,Completed,279
2640,3,197,Paneer Butter Masala,2030-06-18,23:57:39,Completed,563
2641,6,540,Mutton Rogan Josh,2030-06-19,23:52:14,Completed,179
2642,18,208,Chicken Biryani,2030-06-20,23:52:20,Completed,557
2643,13,129,Samosa,2030-06-21,23:51:11,Completed,519
2644,1,330,Paneer Lababdar,2030-06-22,23:54:09,Completed,281
2645,21,477,Prawn Masala,2030-06-23,23:58:40,Completed,274
2646,20,119,Chole Bhature,2030-06-24,23:58:02,Completed,573
2647,28,309,Paneer Butter Masala,2030-06-25,23:56:58,Completed,397
2648,9,738,Chicken Biryani,2030-06-26,23:58:28,Completed,251
2649,16,78,Chicken Shawarma,2030-06-27,23:53:01,Completed,407
2650,27,216,Egg Curry,2030-06-28,23:55:48,Completed,245
2651,14,36,Chicken Shawarma,2030-06-29,23:59:05,Completed,385
2652,9,198,Masala Dosa,2030-06-30,23:53:53,Completed,302
2653,17,173,Egg Curry,2030-07-01,23:58:20,Completed,235
2654,10,581,Chicken Shawarma,2030-07-02,23:59:24,Completed,409
2655,1,281,Prawn Masala,2030-07-03,23:55:59,Completed,302
2656,18,43,Paneer Lababdar,2030-07-04,23:56:06,Completed,546
2657,32,401,Burger,2030-07-05,23:59:14,Completed,232
2658,30,690,Samosa,2030-07-06,23:59:46,Completed,399
2659,26,255,Prawn Masala,2030-07-07,23:57:36,Completed,269
2660,9,429,Masala Dosa,2030-07-08,23:56:15,Completed,540
2661,28,252,Pasta Alfredo,2030-07-09,23:52:25,Completed,535
2662,9,426,Paneer Butter Masala,2030-07-10,23:58:46,Completed,208
2663,10,491,Chicken Biryani,2030-07-11,23:58:41,Completed,330
2664,33,374,Chicken Shawarma,2030-07-12,23:58:41,Completed,564
2665,23,142,Pasta Alfredo,2030-07-13,23:52:29,Completed,276
2666,6,674,Prawn Masala,2030-07-14,23:52:24,Completed,316
2667,10,411,Mutton Rogan Josh,2030-07-15,23:59:15,Completed,275
2668,2,405,Samosa,2030-07-16,23:56:41,Completed,354
2669,10,640,Paneer Lababdar,2030-07-17,23:53:38,Completed,367
2670,8,450,Chicken Biryani,2030-07-18,23:53:39,Completed,410
2671,22,260,Burger,2030-07-19,23:54:54,Completed,260
2672,12,718,Egg Curry,2030-07-20,23:50:48,Completed,392
2673,16,14,Chicken Biryani,2030-07-21,23:56:30,Completed,309
2674,23,168,Mutton Biryani,2030-07-22,23:55:34,Completed,246
2675,30,1,Samosa,2030-07-23,23:57:24,Completed,578
2676,24,557,Paneer Lababdar,2030-07-24,23:51:55,Completed,523
2677,8,639,Masala Dosa,2030-07-25,23:51:27,Completed,568
2678,31,249,Chicken Shawarma,2030-07-26,23:52:43,Completed,211
2679,16,609,Mutton Rogan Josh,2030-07-27,23:54:25,Completed,301
2680,16,361,Pasta Alfredo,2030-07-28,23:59:01,Completed,393
2681,27,508,Paneer Lababdar,2030-07-29,23:52:47,Completed,392
2682,22,571,Chole Bhature,2030-07-30,23:53:03,Completed,490
2683,33,129,Masala Dosa,2030-07-31,23:59:19,Completed,448
2684,7,614,Samosa,2030-08-01,23:52:22,Completed,272
2685,10,117,Paneer Butter Masala,2030-08-02,23:56:56,Completed,197
2686,29,436,Paneer Butter Masala,2030-08-03,23:51:27,Completed,312
2687,29,20,Paneer Butter Masala,2030-08-04,23:50:31,Completed,342
2688,25,234,Burger,2030-08-05,23:53:04,Completed,276
2689,14,122,Mutton Rogan Josh,2030-08-06,23:51:49,Completed,386
2690,3,599,Chicken Biryani,2030-08-07,23:51:29,Completed,227
2691,11,272,Samosa,2030-08-08,23:57:14,Completed,500
2692,4,146,Egg Curry,2030-08-09,23:52:56,Completed,426
2693,26,194,Egg Curry,2030-08-10,23:57:32,Completed,481
2694,8,490,Paneer Butter Masala,2030-08-11,23:51:01,Completed,202
2695,29,525,Chicken Shawarma,2030-08-12,23:59:56,Completed,422
2696,23,44,Burger,2030-08-13,23:58:38,Completed,246
2697,9,460,Prawn Masala,2030-08-14,23:52:31,Completed,253
2698,28,149,Paneer Lababdar,2030-08-15,23:53:32,Completed,182
2699,15,571,Chole Bhature,2030-08-16,23:56:08,Completed,173
2700,3,388,Prawn Masala,2030-08-17,23:52:43,Completed,551
2701,25,535,Chole Bhature,2030-08-18,23:56:48,Completed,205
2702,2,705,Pasta Alfredo,2030-08-19,23:54:43,Completed,446
2703,17,66,Paneer Lababdar,2030-08-20,23:51:48,Completed,398
2704,8,298,Samosa,2030-08-21,23:51:12,Completed,463
2705,27,386,Masala Dosa,2030-08-22,23:54:05,Completed,420
2706,26,559,Egg Curry,2030-08-23,23:58:22,Completed,471
2707,30,222,Prawn Masala,2030-08-24,23:53:32,Completed,551
2708,27,421,Samosa,2030-08-25,23:54:29,Completed,585
2709,30,486,Egg Curry,2030-08-26,23:57:58,Completed,485
2710,26,680,Mutton Biryani,2030-08-27,23:57:41,Completed,496
2711,17,260,Paneer Lababdar,2030-08-28,23:57:50,Completed,518
2712,17,417,Pasta Alfredo,2030-08-29,23:56:52,Completed,535
2713,12,510,Prawn Masala,2030-08-30,23:52:48,Completed,196
2714,5,238,Chole Bhature,2030-08-31,23:56:39,Completed,504
2715,12,629,Chole Bhature,2030-09-01,23:50:02,Completed,564
2716,7,783,Prawn Masala,2030-09-02,23:58:54,Completed,244
2717,31,579,Chicken Biryani,2030-09-03,23:53:09,Completed,518
2718,16,490,Egg Curry,2030-09-04,23:57:44,Completed,455
2719,8,34,Pasta Alfredo,2030-09-05,23:51:21,Completed,417
2720,7,106,Chole Bhature,2030-09-06,23:50:37,Completed,525
2721,15,424,Samosa,2030-09-07,23:52:02,Completed,380
2722,24,451,Paneer Butter Masala,2030-09-08,23:59:55,Completed,599
2723,19,23,Paneer Lababdar,2030-09-09,23:53:39,Completed,225
2724,5,726,Mutton Biryani,2030-09-10,23:55:17,Completed,278
2725,21,186,Chicken Shawarma,2030-09-11,23:51:06,Completed,510
2726,9,787,Paneer Lababdar,2030-09-12,23:59:12,Completed,368
2727,19,533,Mutton Rogan Josh,2030-09-13,23:59:48,Completed,453
2728,6,729,Chole Bhature,2030-09-14,23:52:31,Completed,464
2729,21,717,Chicken Shawarma,2030-09-15,23:52:23,Completed,171
2730,25,663,Burger,2030-09-16,23:58:03,Completed,560
2731,13,464,Burger,2030-09-17,23:52:38,Completed,159
2732,18,317,Mutton Rogan Josh,2030-09-18,23:58:06,Completed,178
2733,29,767,Pasta Alfredo,2030-09-19,23:57:41,Completed,504
2734,23,294,Egg Curry,2030-09-20,23:58:37,Completed,553
2735,30,166,Samosa,2030-09-21,23:51:17,Completed,537
2736,8,351,Chicken Shawarma,2030-09-22,23:58:44,Completed,442
2737,32,51,Mutton Rogan Josh,2030-09-23,23:51:31,Completed,156
2738,32,615,Chicken Biryani,2030-09-24,23:52:41,Completed,288
2739,10,126,Chicken Biryani,2030-09-25,23:51:37,Completed,161
2740,22,601,Paneer Butter Masala,2030-09-26,23:58:40,Completed,515
2741,6,514,Paneer Butter Masala,2030-09-27,23:52:01,Completed,238
2742,15,66,Masala Dosa,2030-09-28,23:59:23,Completed,362
2743,24,24,Burger,2030-09-29,23:55:11,Completed,566
2744,7,694,Pasta Alfredo,2030-09-30,23:55:03,Completed,281
2745,16,7,Chicken Shawarma,2030-10-01,23:55:26,Completed,405
2746,15,678,Paneer Butter Masala,2030-10-02,23:55:27,Completed,352
2747,13,543,Mutton Rogan Josh,2030-10-03,23:51:00,Completed,493
2748,17,330,Pasta Alfredo,2030-10-04,23:59:31,Completed,333
2749,26,338,Mutton Rogan Josh,2030-10-05,23:53:26,Completed,255
2750,23,484,Paneer Butter Masala,2030-10-06,23:51:17,Completed,556
2751,21,448,Masala Dosa,2030-10-07,23:59:09,Completed,376
2752,22,201,Chicken Biryani,2030-10-08,23:54:32,Completed,236
2753,31,551,Chole Bhature,2030-10-09,23:52:03,Completed,154
2754,29,13,Mutton Biryani,2030-10-10,23:51:18,Completed,590
2755,23,264,Masala Dosa,2030-10-11,23:50:51,Completed,460
2756,1,231,Egg Curry,2030-10-12,23:58:53,Completed,596
2757,26,455,Chicken Shawarma,2030-10-13,23:51:36,Completed,434
2758,32,598,Paneer Butter Masala,2030-10-14,23:58:59,Completed,443
2759,1,25,Samosa,2030-10-15,23:52:57,Completed,201
2760,7,5,Paneer Lababdar,2030-10-16,23:55:07,Completed,205
2761,17,704,Masala Dosa,2030-10-17,23:57:44,Completed,400
2762,3,214,Burger,2030-10-18,23:54:46,Completed,233
2763,17,30,Paneer Lababdar,2030-10-19,23:55:12,Completed,183
2764,15,235,Pasta Alfredo,2030-10-20,23:58:02,Completed,398
2765,1,495,Paneer Lababdar,2030-10-21,23:57:57,Completed,228
2766,33,150,Mutton Rogan Josh,2030-10-22,23:52:43,Completed,460
2767,5,367,Paneer Lababdar,2030-10-23,23:55:55,Completed,551
2768,14,427,Mutton Biryani,2030-10-24,23:53:25,Completed,524
2769,23,798,Paneer Butter Masala,2030-10-25,23:55:03,Completed,471
2770,19,774,Mutton Biryani,2030-10-26,23:52:16,Completed,274
2771,17,574,Paneer Lababdar,2030-10-27,23:59:00,Completed,556
2772,23,578,Burger,2030-10-28,23:58:12,Completed,164
2773,3,471,Mutton Rogan Josh,2030-10-29,23:53:45,Completed,298
2774,5,107,Pasta Alfredo,2030-10-30,23:51:42,Completed,161
2775,5,758,Prawn Masala,2030-10-31,23:53:37,Completed,335
2776,4,27,Pasta Alfredo,2030-11-01,23:58:22,Completed,276
2777,1,784,Chicken Shawarma,2030-11-02,23:58:07,Completed,578
2778,12,64,Egg Curry,2030-11-03,23:57:29,Completed,180
2779,14,576,Pasta Alfredo,2030-11-04,23:56:47,Completed,281
2780,28,148,Mutton Biryani,2030-11-05,23:52:14,Completed,392
2781,24,510,Pasta Alfredo,2030-11-06,23:56:31,Completed,556
2782,23,636,Egg Curry,2030-11-07,23:55:16,Completed,217
2783,20,565,Mutton Rogan Josh,2030-11-08,23:52:39,Completed,529
2784,16,605,Chicken Biryani,2030-11-09,23:57:01,Completed,308
2785,13,129,Mutton Biryani,2030-11-10,23:53:10,Completed,249
2786,31,774,Pasta Alfredo,2030-11-11,23:57:15,Completed,333
2787,7,399,Burger,2030-11-12,23:50:48,Completed,263
2788,9,466,Chole Bhature,2030-11-13,23:58:13,Completed,490
2789,6,420,Prawn Masala,2030-11-14,23:55:27,Completed,530
2790,23,651,Chicken Shawarma,2030-11-15,23:52:01,Completed,539
2791,33,478,Chole Bhature,2030-11-16,23:52:16,Completed,411
2792,22,323,Egg Curry,2030-11-17,23:55:26,Completed,405
2793,23,713,Burger,2030-11-18,23:51:07,Completed,445
2794,13,96,Chicken Shawarma,2030-11-19,23:59:26,Completed,590
2795,26,490,Chicken Shawarma,2030-11-20,23:56:41,Completed,207
2796,23,304,Egg Curry,2030-11-21,23:55:15,Completed,381
2797,8,401,Pasta Alfredo,2030-11-22,23:54:50,Completed,425
2798,2,324,Prawn Masala,2030-11-23,23:55:58,Completed,526
2799,26,248,Chicken Shawarma,2030-11-24,23:53:35,Completed,576
2800,1,248,Pasta Alfredo,2030-11-25,23:50:03,Completed,360
2801,15,434,Paneer Lababdar,2030-11-26,23:53:12,Completed,438
2802,28,118,Pasta Alfredo,2030-11-27,23:50:38,Completed,266
2803,23,508,Chole Bhature,2030-11-28,23:50:26,Completed,585
2804,3,464,Egg Curry,2030-11-29,23:57:16,Completed,445
2805,13,423,Chicken Biryani,2030-11-30,23:53:08,Completed,349
2806,9,788,Mutton Rogan Josh,2030-12-01,23:53:48,Completed,485
2807,3,492,Chicken Shawarma,2030-12-02,23:58:36,Completed,459
2808,8,314,Paneer Lababdar,2030-12-03,23:50:33,Completed,565
2809,11,526,Chicken Biryani,2030-12-04,23:58:40,Completed,473
2810,10,731,Masala Dosa,2030-12-05,23:54:53,Completed,587
2811,18,514,Mutton Rogan Josh,2030-12-06,23:57:28,Completed,369
2812,13,778,Paneer Butter Masala,2030-12-07,23:57:00,Completed,451
2813,23,219,Mutton Biryani,2030-12-08,23:51:27,Completed,285
2814,9,104,Paneer Lababdar,2030-12-09,23:55:15,Completed,272
2815,9,56,Mutton Biryani,2030-12-10,23:50:28,Completed,358
2816,9,517,Chicken Biryani,2030-12-11,23:58:21,Completed,159
2817,12,212,Chole Bhature,2030-12-12,23:58:22,Completed,574
2818,4,374,Chicken Shawarma,2030-12-13,23:53:29,Completed,153
2819,22,257,Pasta Alfredo,2030-12-14,23:57:52,Completed,511
2820,25,714,Chicken Biryani,2030-12-15,23:52:19,Completed,517
2821,9,539,Samosa,2030-12-16,23:51:10,Completed,536
2822,24,117,Masala Dosa,2030-12-17,23:56:50,Completed,152
2823,17,720,Mutton Biryani,2030-12-18,23:53:45,Completed,304
2824,29,746,Egg Curry,2030-12-19,23:56:40,Completed,234
2825,22,667,Burger,2030-12-20,23:54:37,Completed,175
2826,31,733,Mutton Biryani,2030-12-21,23:58:59,Completed,488
2827,11,357,Paneer Lababdar,2030-12-22,23:52:27,Completed,378
2828,20,739,Chole Bhature,2030-12-23,23:55:34,Completed,205
2829,12,333,Pasta Alfredo,2030-12-24,23:51:19,Completed,435
2830,13,226,Paneer Lababdar,2030-12-25,23:58:51,Completed,530
2831,1,539,Mutton Biryani,2030-12-26,23:57:36,Completed,282
2832,17,439,Mutton Rogan Josh,2030-12-27,23:54:43,Completed,278
